OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerName,LastName,FirstName,ShipperName
100,VN368,1,2024-11-22 13:37:31,2024-12-03 13:37:31,,5,101.13,诺依曼软件网络有限公司信息技术,甘肃省巢湖县蓟州太原路V座 848312,银川市,青海省,910441,中国,诺依曼软件网络有限公司信息技术,吴,涛,申通快递
99,XF086,1,2024-01-30 19:01:45,2024-02-07 19:01:45,,9,72.55,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,吴,涛,德邦物流
97,QK518,1,2023-08-09 05:48:05,2023-08-20 05:48:05,2023-08-14 05:48:05,8,417.13,凌颖信息信息有限公司虚拟现实,青海省坤市秀英太原路g座 143270,浩市,福建省,683009,中国,凌颖信息信息有限公司虚拟现实,吴,涛,天天快递
89,FU528,1,2024-07-04 22:48:47,2024-07-13 22:48:47,2024-07-06 22:48:47,5,136.61,银嘉科技有限公司区块链技术,天津市文市高明福州路I座 822622,柳州县,重庆市,179829,中国,银嘉科技有限公司区块链技术,吴,涛,申通快递
88,TO179,1,2025-03-09 18:05:14,2025-03-20 18:05:14,2025-03-14 18:05:14,8,388.39,四通信息有限公司数字科技,宁夏回族自治区马鞍山市安次澳门街P座 955922,成都县,重庆市,949001,中国,四通信息有限公司数字科技,吴,涛,天天快递
87,ZJ780,1,2024-07-26 13:04:17,2024-08-06 13:04:17,2024-07-29 13:04:17,8,355.58,网新恒天传媒有限公司生物科技,江苏省颖市徐汇阜新街d座 108012,齐齐哈尔县,西藏自治区,684753,中国,网新恒天传媒有限公司生物科技,吴,涛,天天快递
85,UI658,1,2023-11-13 03:43:29,2023-11-26 03:43:29,2023-11-16 03:43:29,6,275.04,艾提科信传媒有限公司电子商务,甘肃省西安市长寿西安街K座 387533,乌鲁木齐市,湖北省,947357,中国,艾提科信传媒有限公司电子商务,吴,涛,韵达快递
83,EI607,1,2024-08-02 23:12:58,2024-08-07 23:12:58,2024-08-06 23:12:58,1,45.13,七喜网络有限公司信息技术,甘肃省帅市房山蒋路N座 681607,秀华县,辽宁省,852374,中国,七喜网络有限公司信息技术,吴,涛,顺丰速运
77,OO472,1,2025-05-24 05:18:43,2025-05-27 05:18:43,2025-05-25 05:18:43,10,221.24,快讯传媒有限公司云计算,甘肃省贵阳县花溪大冶街w座 762920,欢县,江西省,224136,中国,快讯传媒有限公司云计算,吴,涛,邮政EMS
75,WN529,1,2024-01-21 21:00:09,2024-01-27 21:00:09,,8,331.63,彩虹网络有限公司金融科技,陕西省丹市牧野王街I座 736659,丽华县,重庆市,929077,中国,彩虹网络有限公司金融科技,吴,涛,天天快递
69,LG805,1,2025-03-03 09:34:52,2025-03-17 09:34:52,2025-03-05 09:34:52,5,412.04,时刻传媒有限公司金融科技,江西省海燕县龙潭冯街Y座 241085,太原县,江西省,787764,中国,时刻传媒有限公司金融科技,吴,涛,申通快递
68,EG347,1,2025-05-02 13:22:58,2025-05-13 13:22:58,,9,391.63,商软冠联信息有限公司移动应用开发,香港特别行政区海口市江北王街Q座 536649,佳县,湖北省,422838,中国,商软冠联信息有限公司移动应用开发,吴,涛,德邦物流
65,WN529,1,2024-12-24 11:44:03,2025-01-02 11:44:03,2024-12-27 11:44:03,5,327.16,彩虹网络有限公司金融科技,陕西省丹市牧野王街I座 736659,丽华县,重庆市,929077,中国,彩虹网络有限公司金融科技,吴,涛,申通快递
59,XF086,1,2025-04-16 08:41:23,2025-04-20 08:41:23,2025-04-20 08:41:23,9,207.53,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,吴,涛,德邦物流
58,VN368,1,2023-09-06 06:36:50,2023-09-17 06:36:50,2023-09-10 06:36:50,5,13.92,诺依曼软件网络有限公司信息技术,甘肃省巢湖县蓟州太原路V座 848312,银川市,青海省,910441,中国,诺依曼软件网络有限公司信息技术,吴,涛,申通快递
55,FU698,1,2024-08-19 17:54:14,2024-08-30 17:54:14,2024-08-24 17:54:14,2,189.04,昂歌信息科技有限公司大数据分析,河南省婷市花溪包街z座 109271,成县,香港特别行政区,250962,中国,昂歌信息科技有限公司大数据分析,吴,涛,京东物流
44,OO472,1,2025-05-26 11:25:06,2025-06-04 11:25:06,2025-05-30 11:25:06,4,479.56,快讯传媒有限公司云计算,甘肃省贵阳县花溪大冶街w座 762920,欢县,江西省,224136,中国,快讯传媒有限公司云计算,吴,涛,圆通速递
41,XF086,1,2025-06-14 11:16:54,2025-06-25 11:16:54,,4,476.1,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,吴,涛,圆通速递
38,LG805,1,2023-11-16 07:29:32,2023-11-29 07:29:32,,10,55.5,时刻传媒有限公司金融科技,江西省海燕县龙潭冯街Y座 241085,太原县,江西省,787764,中国,时刻传媒有限公司金融科技,吴,涛,邮政EMS
35,HC222,1,2024-05-05 15:20:50,2024-05-18 15:20:50,2024-05-06 15:20:50,4,53.17,鸿睿思博科技有限公司网络安全,湖北省沈阳市合川李路x座 196209,强县,黑龙江省,979050,中国,鸿睿思博科技有限公司网络安全,吴,涛,圆通速递
27,IU641,1,2025-04-14 04:15:23,2025-04-24 04:15:23,,7,120.11,南康传媒有限公司金融科技,贵州省南昌市平山大冶路S座 486601,张家港市,广东省,375428,中国,南康传媒有限公司金融科技,吴,涛,百世快递
23,EG347,1,2025-05-27 19:30:56,2025-06-07 19:30:56,2025-05-31 19:30:56,5,69.98,商软冠联信息有限公司移动应用开发,香港特别行政区海口市江北王街Q座 536649,佳县,湖北省,422838,中国,商软冠联信息有限公司移动应用开发,吴,涛,申通快递
22,FU528,1,2024-08-17 01:37:30,2024-08-21 01:37:30,2024-08-18 01:37:30,4,272.33,银嘉科技有限公司区块链技术,天津市文市高明福州路I座 822622,柳州县,重庆市,179829,中国,银嘉科技有限公司区块链技术,吴,涛,圆通速递
21,EG347,1,2025-03-12 05:01:11,2025-03-24 05:01:11,2025-03-16 05:01:11,8,350.72,商软冠联信息有限公司移动应用开发,香港特别行政区海口市江北王街Q座 536649,佳县,湖北省,422838,中国,商软冠联信息有限公司移动应用开发,吴,涛,天天快递
19,EG347,1,2025-03-15 14:04:10,2025-03-26 14:04:10,2025-03-17 14:04:10,3,247.59,商软冠联信息有限公司移动应用开发,香港特别行政区海口市江北王街Q座 536649,佳县,湖北省,422838,中国,商软冠联信息有限公司移动应用开发,吴,涛,中通快递
18,EI607,1,2024-02-18 15:03:17,2024-02-21 15:03:17,2024-02-22 15:03:17,2,44.31,七喜网络有限公司信息技术,甘肃省帅市房山蒋路N座 681607,秀华县,辽宁省,852374,中国,七喜网络有限公司信息技术,吴,涛,京东物流
12,FU528,1,2024-05-13 12:15:56,2024-05-21 12:15:56,2024-05-16 12:15:56,5,451.49,银嘉科技有限公司区块链技术,天津市文市高明福州路I座 822622,柳州县,重庆市,179829,中国,银嘉科技有限公司区块链技术,吴,涛,申通快递
9,EG347,1,2024-04-19 05:20:29,2024-04-28 05:20:29,2024-04-24 05:20:29,4,485.37,商软冠联信息有限公司移动应用开发,香港特别行政区海口市江北王街Q座 536649,佳县,湖北省,422838,中国,商软冠联信息有限公司移动应用开发,吴,涛,圆通速递
6,QK518,1,2023-11-27 18:42:24,2023-12-07 18:42:24,2023-11-29 18:42:24,8,68.79,凌颖信息信息有限公司虚拟现实,青海省坤市秀英太原路g座 143270,浩市,福建省,683009,中国,凌颖信息信息有限公司虚拟现实,吴,涛,天天快递
98,WN529,2,2024-05-18 11:10:50,2024-05-22 11:10:50,2024-05-22 11:10:50,8,155.7,彩虹网络有限公司金融科技,陕西省丹市牧野王街I座 736659,丽华县,重庆市,929077,中国,彩虹网络有限公司金融科技,蒋,杨,天天快递
90,QL111,2,2025-05-02 06:07:41,2025-05-12 06:07:41,,5,387.61,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,蒋,杨,申通快递
86,OO472,2,2025-01-29 03:01:54,2025-02-08 03:01:54,,4,317.89,快讯传媒有限公司云计算,甘肃省贵阳县花溪大冶街w座 762920,欢县,江西省,224136,中国,快讯传媒有限公司云计算,蒋,杨,圆通速递
82,AO841,2,2023-09-13 14:12:44,2023-09-21 14:12:44,,10,396.66,华泰通安传媒有限公司网络安全,宁夏回族自治区晶市大东宋路b座 758987,兴城市,北京市,463424,中国,华泰通安传媒有限公司网络安全,蒋,杨,邮政EMS
81,TO179,2,2023-11-21 06:18:08,2023-11-30 06:18:08,2023-11-22 06:18:08,6,456.43,四通信息有限公司数字科技,宁夏回族自治区马鞍山市安次澳门街P座 955922,成都县,重庆市,949001,中国,四通信息有限公司数字科技,蒋,杨,韵达快递
74,TO179,2,2024-09-26 19:24:29,2024-10-07 19:24:29,2024-09-27 19:24:29,5,66.23,四通信息有限公司数字科技,宁夏回族自治区马鞍山市安次澳门街P座 955922,成都县,重庆市,949001,中国,四通信息有限公司数字科技,蒋,杨,申通快递
71,IX975,2,2025-04-06 20:18:33,2025-04-10 20:18:33,2025-04-07 20:18:33,4,355.19,晖来计算机信息有限公司物联网,海南省璐县华龙南昌街d座 354711,杨市,安徽省,459842,中国,晖来计算机信息有限公司物联网,蒋,杨,圆通速递
70,QL111,2,2025-04-02 22:43:04,2025-04-06 22:43:04,2025-04-06 22:43:04,7,393.59,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,蒋,杨,百世快递
67,EG347,2,2025-03-01 02:57:17,2025-03-08 02:57:17,2025-03-02 02:57:17,5,409.72,商软冠联信息有限公司移动应用开发,香港特别行政区海口市江北王街Q座 536649,佳县,湖北省,422838,中国,商软冠联信息有限公司移动应用开发,蒋,杨,申通快递
60,ZJ780,2,2024-06-04 08:29:40,2024-06-16 08:29:40,2024-06-05 08:29:40,2,330.51,网新恒天传媒有限公司生物科技,江苏省颖市徐汇阜新街d座 108012,齐齐哈尔县,西藏自治区,684753,中国,网新恒天传媒有限公司生物科技,蒋,杨,京东物流
51,TO179,2,2025-05-06 11:48:41,2025-05-12 11:48:41,,8,415.77,四通信息有限公司数字科技,宁夏回族自治区马鞍山市安次澳门街P座 955922,成都县,重庆市,949001,中国,四通信息有限公司数字科技,蒋,杨,天天快递
50,IX975,2,2023-11-01 11:51:18,2023-11-13 11:51:18,,1,65.92,晖来计算机信息有限公司物联网,海南省璐县华龙南昌街d座 354711,杨市,安徽省,459842,中国,晖来计算机信息有限公司物联网,蒋,杨,顺丰速运
49,GX010,2,2025-07-29 15:42:48,2025-08-11 15:42:48,2025-07-30 15:42:48,2,397.9,海创信息有限公司虚拟现实,海南省辉市永川宜都路W座 377930,凤兰市,安徽省,111708,中国,海创信息有限公司虚拟现实,蒋,杨,京东物流
43,AO841,2,2025-03-13 15:47:16,2025-03-24 15:47:16,2025-03-15 15:47:16,9,42.56,华泰通安传媒有限公司网络安全,宁夏回族自治区晶市大东宋路b座 758987,兴城市,北京市,463424,中国,华泰通安传媒有限公司网络安全,蒋,杨,德邦物流
42,IU641,2,2023-11-11 22:21:36,2023-11-24 22:21:36,2023-11-12 22:21:36,6,293.55,南康传媒有限公司金融科技,贵州省南昌市平山大冶路S座 486601,张家港市,广东省,375428,中国,南康传媒有限公司金融科技,蒋,杨,韵达快递
40,VN368,2,2023-08-24 16:21:55,2023-08-27 16:21:55,2023-08-25 16:21:55,1,359.55,诺依曼软件网络有限公司信息技术,甘肃省巢湖县蓟州太原路V座 848312,银川市,青海省,910441,中国,诺依曼软件网络有限公司信息技术,蒋,杨,顺丰速运
33,IU641,2,2025-02-01 11:28:12,2025-02-15 11:28:12,2025-02-06 11:28:12,1,311.43,南康传媒有限公司金融科技,贵州省南昌市平山大冶路S座 486601,张家港市,广东省,375428,中国,南康传媒有限公司金融科技,蒋,杨,顺丰速运
32,AO841,2,2025-04-01 17:15:52,2025-04-15 17:15:52,2025-04-06 17:15:52,6,325.66,华泰通安传媒有限公司网络安全,宁夏回族自治区晶市大东宋路b座 758987,兴城市,北京市,463424,中国,华泰通安传媒有限公司网络安全,蒋,杨,韵达快递
31,FU698,2,2023-12-22 05:57:08,2023-12-26 05:57:08,2023-12-27 05:57:08,8,34.99,昂歌信息科技有限公司大数据分析,河南省婷市花溪包街z座 109271,成县,香港特别行政区,250962,中国,昂歌信息科技有限公司大数据分析,蒋,杨,天天快递
29,FU698,2,2025-03-11 12:13:55,2025-03-25 12:13:55,2025-03-15 12:13:55,8,128.92,昂歌信息科技有限公司大数据分析,河南省婷市花溪包街z座 109271,成县,香港特别行政区,250962,中国,昂歌信息科技有限公司大数据分析,蒋,杨,天天快递
28,VN368,2,2024-06-05 00:19:23,2024-06-13 00:19:23,2024-06-09 00:19:23,3,471.18,诺依曼软件网络有限公司信息技术,甘肃省巢湖县蓟州太原路V座 848312,银川市,青海省,910441,中国,诺依曼软件网络有限公司信息技术,蒋,杨,中通快递
25,QL111,2,2024-09-27 22:15:04,2024-10-07 22:15:04,2024-10-01 22:15:04,9,477.66,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,蒋,杨,德邦物流
14,WN529,2,2025-03-15 11:27:48,2025-03-26 11:27:48,2025-03-18 11:27:48,1,472.76,彩虹网络有限公司金融科技,陕西省丹市牧野王街I座 736659,丽华县,重庆市,929077,中国,彩虹网络有限公司金融科技,蒋,杨,顺丰速运
8,OO472,2,2024-04-20 02:39:17,2024-04-24 02:39:17,2024-04-24 02:39:17,3,469.07,快讯传媒有限公司云计算,甘肃省贵阳县花溪大冶街w座 762920,欢县,江西省,224136,中国,快讯传媒有限公司云计算,蒋,杨,中通快递
7,EG347,2,2024-04-26 15:42:52,2024-05-03 15:42:52,2024-04-29 15:42:52,2,68.07,商软冠联信息有限公司移动应用开发,香港特别行政区海口市江北王街Q座 536649,佳县,湖北省,422838,中国,商软冠联信息有限公司移动应用开发,蒋,杨,京东物流
5,ZJ780,2,2025-03-01 05:49:35,2025-03-10 05:49:35,2025-03-04 05:49:35,8,99.92,网新恒天传媒有限公司生物科技,江苏省颖市徐汇阜新街d座 108012,齐齐哈尔县,西藏自治区,684753,中国,网新恒天传媒有限公司生物科技,蒋,杨,天天快递
1,AO841,2,2024-05-23 22:54:20,2024-06-03 22:54:20,,6,19.42,华泰通安传媒有限公司网络安全,宁夏回族自治区晶市大东宋路b座 758987,兴城市,北京市,463424,中国,华泰通安传媒有限公司网络安全,蒋,杨,韵达快递
96,GX010,3,2023-10-04 01:11:07,2023-10-08 01:11:07,2023-10-08 01:11:07,6,203.14,海创信息有限公司虚拟现实,海南省辉市永川宜都路W座 377930,凤兰市,安徽省,111708,中国,海创信息有限公司虚拟现实,梅,斌,韵达快递
95,WN529,3,2023-12-27 05:06:41,2024-01-02 05:06:41,2023-12-29 05:06:41,4,441.82,彩虹网络有限公司金融科技,陕西省丹市牧野王街I座 736659,丽华县,重庆市,929077,中国,彩虹网络有限公司金融科技,梅,斌,圆通速递
94,XF086,3,2024-03-14 16:35:13,2024-03-18 16:35:13,2024-03-18 16:35:13,3,307.65,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,梅,斌,中通快递
93,WN529,3,2024-10-02 20:59:15,2024-10-06 20:59:15,2024-10-06 20:59:15,2,206.62,彩虹网络有限公司金融科技,陕西省丹市牧野王街I座 736659,丽华县,重庆市,929077,中国,彩虹网络有限公司金融科技,梅,斌,京东物流
92,IU641,3,2025-07-15 11:17:20,2025-07-21 11:17:20,2025-07-19 11:17:20,7,298.94,南康传媒有限公司金融科技,贵州省南昌市平山大冶路S座 486601,张家港市,广东省,375428,中国,南康传媒有限公司金融科技,梅,斌,百世快递
91,FU698,3,2023-12-11 03:37:32,2023-12-24 03:37:32,2023-12-13 03:37:32,10,361.74,昂歌信息科技有限公司大数据分析,河南省婷市花溪包街z座 109271,成县,香港特别行政区,250962,中国,昂歌信息科技有限公司大数据分析,梅,斌,邮政EMS
84,WN529,3,2023-10-19 05:20:53,2023-10-31 05:20:53,2023-10-24 05:20:53,7,347.15,彩虹网络有限公司金融科技,陕西省丹市牧野王街I座 736659,丽华县,重庆市,929077,中国,彩虹网络有限公司金融科技,梅,斌,百世快递
80,VN368,3,2025-03-22 18:48:30,2025-03-25 18:48:30,2025-03-25 18:48:30,10,415.99,诺依曼软件网络有限公司信息技术,甘肃省巢湖县蓟州太原路V座 848312,银川市,青海省,910441,中国,诺依曼软件网络有限公司信息技术,梅,斌,邮政EMS
79,WN529,3,2024-09-25 01:00:19,2024-10-03 01:00:19,2024-09-28 01:00:19,10,113.01,彩虹网络有限公司金融科技,陕西省丹市牧野王街I座 736659,丽华县,重庆市,929077,中国,彩虹网络有限公司金融科技,梅,斌,邮政EMS
78,QL111,3,2025-05-25 12:20:38,2025-05-30 12:20:38,2025-05-30 12:20:38,3,156.57,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,梅,斌,中通快递
76,WN529,3,2023-09-16 20:04:01,2023-09-27 20:04:01,2023-09-19 20:04:01,7,433.35,彩虹网络有限公司金融科技,陕西省丹市牧野王街I座 736659,丽华县,重庆市,929077,中国,彩虹网络有限公司金融科技,梅,斌,百世快递
73,VN368,3,2025-05-14 11:33:43,2025-05-19 11:33:43,,9,188.34,诺依曼软件网络有限公司信息技术,甘肃省巢湖县蓟州太原路V座 848312,银川市,青海省,910441,中国,诺依曼软件网络有限公司信息技术,梅,斌,德邦物流
72,HC222,3,2024-11-08 14:03:49,2024-11-16 14:03:49,2024-11-13 14:03:49,5,163.55,鸿睿思博科技有限公司网络安全,湖北省沈阳市合川李路x座 196209,强县,黑龙江省,979050,中国,鸿睿思博科技有限公司网络安全,梅,斌,申通快递
66,EG347,3,2025-06-07 05:22:50,2025-06-13 05:22:50,,3,104.75,商软冠联信息有限公司移动应用开发,香港特别行政区海口市江北王街Q座 536649,佳县,湖北省,422838,中国,商软冠联信息有限公司移动应用开发,梅,斌,中通快递
64,EI607,3,2025-01-11 16:07:47,2025-01-20 16:07:47,2025-01-12 16:07:47,9,90.94,七喜网络有限公司信息技术,甘肃省帅市房山蒋路N座 681607,秀华县,辽宁省,852374,中国,七喜网络有限公司信息技术,梅,斌,德邦物流
63,TO179,3,2024-08-08 12:32:04,2024-08-21 12:32:04,2024-08-13 12:32:04,4,265.56,四通信息有限公司数字科技,宁夏回族自治区马鞍山市安次澳门街P座 955922,成都县,重庆市,949001,中国,四通信息有限公司数字科技,梅,斌,圆通速递
62,QK518,3,2024-11-04 03:24:43,2024-11-10 03:24:43,2024-11-05 03:24:43,1,498.14,凌颖信息信息有限公司虚拟现实,青海省坤市秀英太原路g座 143270,浩市,福建省,683009,中国,凌颖信息信息有限公司虚拟现实,梅,斌,顺丰速运
61,IU641,3,2025-05-12 15:06:03,2025-05-17 15:06:03,,6,111.51,南康传媒有限公司金融科技,贵州省南昌市平山大冶路S座 486601,张家港市,广东省,375428,中国,南康传媒有限公司金融科技,梅,斌,韵达快递
57,LG805,3,2024-02-22 20:54:08,2024-02-28 20:54:08,2024-02-23 20:54:08,4,358.76,时刻传媒有限公司金融科技,江西省海燕县龙潭冯街Y座 241085,太原县,江西省,787764,中国,时刻传媒有限公司金融科技,梅,斌,圆通速递
56,AO841,3,2025-02-11 04:02:51,2025-02-21 04:02:51,2025-02-13 04:02:51,10,271.04,华泰通安传媒有限公司网络安全,宁夏回族自治区晶市大东宋路b座 758987,兴城市,北京市,463424,中国,华泰通安传媒有限公司网络安全,梅,斌,邮政EMS
54,XF086,3,2025-08-02 19:42:54,2025-08-14 19:42:54,2025-08-03 19:42:54,2,316.84,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,梅,斌,京东物流
53,QL111,3,2024-10-10 15:35:37,2024-10-15 15:35:37,,3,475.45,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,梅,斌,中通快递
52,LG805,3,2025-03-25 04:02:09,2025-04-06 04:02:09,2025-03-29 04:02:09,1,442.87,时刻传媒有限公司金融科技,江西省海燕县龙潭冯街Y座 241085,太原县,江西省,787764,中国,时刻传媒有限公司金融科技,梅,斌,顺丰速运
48,OO472,3,2024-07-03 16:49:09,2024-07-12 16:49:09,2024-07-05 16:49:09,8,76.76,快讯传媒有限公司云计算,甘肃省贵阳县花溪大冶街w座 762920,欢县,江西省,224136,中国,快讯传媒有限公司云计算,梅,斌,天天快递
47,QL111,3,2024-07-08 10:31:09,2024-07-19 10:31:09,,6,383.06,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,梅,斌,韵达快递
46,FU528,3,2024-04-01 07:05:46,2024-04-04 07:05:46,2024-04-03 07:05:46,9,51.5,银嘉科技有限公司区块链技术,天津市文市高明福州路I座 822622,柳州县,重庆市,179829,中国,银嘉科技有限公司区块链技术,梅,斌,德邦物流
45,IU641,3,2024-07-20 21:37:01,2024-07-29 21:37:01,2024-07-25 21:37:01,1,20.82,南康传媒有限公司金融科技,贵州省南昌市平山大冶路S座 486601,张家港市,广东省,375428,中国,南康传媒有限公司金融科技,梅,斌,顺丰速运
39,VN368,3,2024-06-09 09:06:42,2024-06-23 09:06:42,2024-06-14 09:06:42,5,68.4,诺依曼软件网络有限公司信息技术,甘肃省巢湖县蓟州太原路V座 848312,银川市,青海省,910441,中国,诺依曼软件网络有限公司信息技术,梅,斌,申通快递
37,QL111,3,2024-04-27 15:26:56,2024-05-01 15:26:56,2024-05-01 15:26:56,1,259.22,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,梅,斌,顺丰速运
36,TO179,3,2024-09-01 23:25:45,2024-09-11 23:25:45,2024-09-06 23:25:45,10,471.44,四通信息有限公司数字科技,宁夏回族自治区马鞍山市安次澳门街P座 955922,成都县,重庆市,949001,中国,四通信息有限公司数字科技,梅,斌,邮政EMS
34,XF086,3,2023-09-30 15:19:27,2023-10-09 15:19:27,2023-10-03 15:19:27,9,20.91,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,梅,斌,德邦物流
30,IX975,3,2024-05-02 06:59:07,2024-05-09 06:59:07,2024-05-04 06:59:07,5,271.35,晖来计算机信息有限公司物联网,海南省璐县华龙南昌街d座 354711,杨市,安徽省,459842,中国,晖来计算机信息有限公司物联网,梅,斌,申通快递
26,ZJ780,3,2025-07-20 10:17:59,2025-07-24 10:17:59,,7,142.0,网新恒天传媒有限公司生物科技,江苏省颖市徐汇阜新街d座 108012,齐齐哈尔县,西藏自治区,684753,中国,网新恒天传媒有限公司生物科技,梅,斌,百世快递
24,EI607,3,2024-08-24 20:20:32,2024-08-31 20:20:32,2024-08-26 20:20:32,3,51.96,七喜网络有限公司信息技术,甘肃省帅市房山蒋路N座 681607,秀华县,辽宁省,852374,中国,七喜网络有限公司信息技术,梅,斌,中通快递
20,IX975,3,2024-03-18 10:05:15,2024-03-26 10:05:15,2024-03-19 10:05:15,3,255.37,晖来计算机信息有限公司物联网,海南省璐县华龙南昌街d座 354711,杨市,安徽省,459842,中国,晖来计算机信息有限公司物联网,梅,斌,中通快递
17,AO841,3,2024-05-24 12:31:16,2024-05-29 12:31:16,2024-05-29 12:31:16,9,381.25,华泰通安传媒有限公司网络安全,宁夏回族自治区晶市大东宋路b座 758987,兴城市,北京市,463424,中国,华泰通安传媒有限公司网络安全,梅,斌,德邦物流
16,QL111,3,2025-01-20 08:15:05,2025-01-27 08:15:05,2025-01-25 08:15:05,7,193.82,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,梅,斌,百世快递
15,FU698,3,2024-02-17 09:53:40,2024-02-25 09:53:40,2024-02-19 09:53:40,4,354.86,昂歌信息科技有限公司大数据分析,河南省婷市花溪包街z座 109271,成县,香港特别行政区,250962,中国,昂歌信息科技有限公司大数据分析,梅,斌,圆通速递
13,ZJ780,3,2025-04-10 07:38:51,2025-04-22 07:38:51,,4,12.71,网新恒天传媒有限公司生物科技,江苏省颖市徐汇阜新街d座 108012,齐齐哈尔县,西藏自治区,684753,中国,网新恒天传媒有限公司生物科技,梅,斌,圆通速递
11,XF086,3,2025-05-02 20:49:47,2025-05-13 20:49:47,2025-05-04 20:49:47,4,221.57,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,梅,斌,圆通速递
10,XF086,3,2023-09-11 02:06:50,2023-09-22 02:06:50,2023-09-15 02:06:50,9,293.16,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,梅,斌,德邦物流
4,UI658,3,2025-05-20 16:40:02,2025-05-27 16:40:02,2025-05-21 16:40:02,8,459.86,艾提科信传媒有限公司电子商务,甘肃省西安市长寿西安街K座 387533,乌鲁木齐市,湖北省,947357,中国,艾提科信传媒有限公司电子商务,梅,斌,天天快递
3,GX010,3,2024-07-24 02:13:49,2024-07-30 02:13:49,2024-07-28 02:13:49,3,217.44,海创信息有限公司虚拟现实,海南省辉市永川宜都路W座 377930,凤兰市,安徽省,111708,中国,海创信息有限公司虚拟现实,梅,斌,中通快递
2,EG900,3,2025-04-30 15:56:34,2025-05-14 15:56:34,2025-05-04 15:56:34,4,402.83,时空盒数字信息有限公司云计算,吉林省瑜县花溪巢湖路B座 898740,静县,陕西省,215169,中国,时空盒数字信息有限公司云计算,梅,斌,圆通速递
